"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"Sample","isRelatedTo.hasPart.author.role","role","isRelatedTo.hasPart.author","4","validation property","","","What role the organization played in creating the dataset","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.role","4"
"Sample","isRelatedTo.hasPart.author.url","url","isRelatedTo.hasPart.author","4","validation property","","","Link to the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.url","4"
"Sample","isRelatedTo.hasPart.abstract","abstract","isRelatedTo.hasPart","3","validation property","","","Abstract of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.abstract","2"
"Sample","isRelatedTo.hasPart.datePublished","datePublished","isRelatedTo.hasPart","3","validation property","","","Date the article was published","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.datePublished","2"
"Sample","isRelatedTo.hasPart.description","description","isRelatedTo.hasPart","3","validation property","","","Description of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.description","2"
"Sample","isRelatedTo.hasPart.name","name","isRelatedTo.hasPart","3","validation property","","","Title of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.name","2"
"Sample","isRelatedTo.hasPart.identifier","identifier","isRelatedTo.hasPart","3","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.identifier","2"
"Sample","isRelatedTo.hasPart.pmid","pmid","isRelatedTo.hasPart","3","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.pmid","2"
"Sample","isRelatedTo.hasPart.doi","doi","isRelatedTo.hasPart","3","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.doi","2"
"Sample","isRelatedTo.hasPart.issueNumber","issueNumber","isRelatedTo.hasPart","3","validation property","","","Issue number where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.issueNumber","2"
"Sample","isRelatedTo.hasPart.journalName","journalName","isRelatedTo.hasPart","3","validation property","","","Journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalName","2"
"Sample","isRelatedTo.hasPart.journalNameAbbrev","journalNameAbbrev","isRelatedTo.hasPart","3","validation property","","","Abbreviated journal name where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalNameAbbrev","2"
"Sample","isRelatedTo.hasPart.pagination","pagination","isRelatedTo.hasPart","3","validation property","","","Page numbers in the journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.pagination","2"
"Sample","isRelatedTo.hasPart.url","url","isRelatedTo.hasPart","3","validation property","","","The url of the article","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.url","2"
"Sample","isRelatedTo.hasPart.volumeNumber","volumeNumber","isRelatedTo.hasPart","3","validation property","","","Volume of the journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.volumeNumber","2"
"Sample","isRelatedTo.hasPart.citation","citation","isRelatedTo.hasPart","3","validation property","","","The bibliographic citation string for the article as is provided","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.citation","2"
"Sample","isRelatedTo.includedInDataCatalog","includedInDataCatalog","isRelatedTo","2","validation property","","","Data or tool catalog which houses the work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.includedInDataCatalog","2"
"Sample","isRelatedTo.includedInDataCatalog.name","name","isRelatedTo.includedInDataCatalog","3","validation property","","","Data or tool catalog name","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.name","6"
"Sample","isRelatedTo.includedInDataCatalog.url","url","isRelatedTo.includedInDataCatalog","3","validation property","","","Link to data or tool catalog","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.url","6"
"Sample","isRelatedTo.includedInDataCatalog.versionDate","versionDate","isRelatedTo.includedInDataCatalog","3","validation property","","","date the metadata was harvested from the catalog","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.versionDate","6"
"Sample","isRelatedTo.includedInDataCatalog.archivedAt","archivedAt","isRelatedTo.includedInDataCatalog","3","validation property","","","The url(s) of one or more datasets, tools, resources or other items listed in a DataCatalog or ResourceCatalog","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.archivedAt","6"
"Sample","isRelatedTo.name","name","isRelatedTo","2","validation property","","","Name or title","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.name","2"
"Sample","isRelatedTo.identifier","identifier","isRelatedTo","2","validation property","","","An identifier associated with the work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.identifier","2"
"Sample","isRelatedTo.relationship","relationship","isRelatedTo","2","validation property","","","How the works are related","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.relationship","2"
"Sample","isRelatedTo.doi","doi","isRelatedTo","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.doi","2"
"Sample","isRelatedTo.url","url","isRelatedTo","2","validation property","","","The url of the work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.url","2"
"Sample","isRelatedTo.citation","citation","isRelatedTo","2","validation property","","","The bibliographic citation for the referenced work as is provided","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.citation","2"
"Sample","isRelatedTo.name","name","isRelatedTo","2","validation property","","","sample name","","hits[Sample].validation.properties.isRelatedTo.anyOf[4].items.properties.name","2"
"Sample","isRelatedTo.url","url","isRelatedTo","2","validation property","","","Link to sample","","hits[Sample].validation.properties.isRelatedTo.anyOf[4].items.properties.url","2"
"Sample","isRelatedTo.identifier","identifier","isRelatedTo","2","validation property","","","an identifier for the sample","","hits[Sample].validation.properties.isRelatedTo.anyOf[4].items.properties.identifier","2"
"Sample","isRelatedTo.includedInDataCatalog","includedInDataCatalog","isRelatedTo","2","validation property","","","Data or resource catalog where the sample is listed","","hits[Sample].validation.properties.isRelatedTo.anyOf[4].items.properties.includedInDataCatalog","2"
"Sample","isSimilarTo","isSimilarTo","","1","validation property","optional","similar resources of samples (auto-assigned)","Datasets, resources, or samples which are similar to the sample, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","hits[Sample].validation.properties.isSimilarTo","1"
"Sample","isSimilarTo.author","author","isSimilarTo","2","validation property","","","Author(s) of the publication","","hits[Sample].validation.properties.isSimilarTo.anyOf[0].items.properties.author","2"
"Sample","isSimilarTo.author.affiliation","affiliation","isSimilarTo.author","3","validation property","","","","","hits[Sample].validation.properties.isSimilarTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation","16"
"Sample","isSimilarTo.author.affiliation.name","name","isSimilarTo.author.affiliation","4","validation property","","","Name of the affiliation, such as a university","","hits[Sample].validation.properties.isSimilarTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.name","16"
"Sample","isSimilarTo.author.affiliation.sameAs","sameAs","isSimilarTo.author.affiliation","4","validation property","","","Alias for the affiliation","","hits[Sample].validation.properties.isSimilarTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.sameAs","16"
"Sample","isSimilarTo.author.affiliation.url","url","isSimilarTo.author.affiliation","4","validation property","","","URL of the affiliation","","hits[Sample].validation.properties.isSimilarTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.url","16"
