"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"Inference","measurementTechnique","measurementTechnique","","0","property declaration","recommended","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"Inference","variableMeasured","variableMeasured","","0","property declaration","recommended","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"Inference","sample","sample","","0","property declaration","","","","The sample(s) which were used to generate the dataset or sample collection","nde:sample","1"
"Dataset","citedBy","citedBy","","1","validation property","recommended","","Publications, datasets, or computational tools that cite the work. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset. For the primary publication, use the 'citation' property.","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","hits[Dataset].validation.properties.citedBy","1"
"Dataset","citedBy.author","author","citedBy","2","validation property","","","Author(s) of the publication","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author","2"
"Dataset","citedBy.author.affiliation","affiliation","citedBy.author","3","validation property","","","","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation","16"
"Dataset","citedBy.author.affiliation.name","name","citedBy.author.affiliation","4","validation property","","","Name of the affiliation, such as a university","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.name","16"
"Dataset","citedBy.author.affiliation.sameAs","sameAs","citedBy.author.affiliation","4","validation property","","","Alias for the affiliation","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.sameAs","16"
"Dataset","citedBy.author.affiliation.url","url","citedBy.author.affiliation","4","validation property","","","URL of the affiliation","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.url","16"
"Dataset","citedBy.author.name","name","citedBy.author","3","validation property","","","Name of the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.name","8"
"Dataset","citedBy.author.email","email","citedBy.author","3","validation property","","","Email address of the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.email","8"
"Dataset","citedBy.author.familyName","familyName","citedBy.author","3","validation property","","","Family name (surname) of the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.familyName","8"
"Dataset","citedBy.author.givenName","givenName","citedBy.author","3","validation property","","","Given (first) name of the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.givenName","8"
"Dataset","citedBy.author.identifier","identifier","citedBy.author","3","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.identifier","8"
"Dataset","citedBy.author.role","role","citedBy.author","3","validation property","","","Role the person played in creating the dataset","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.role","8"
"Dataset","citedBy.author.title","title","citedBy.author","3","validation property","","","Title of the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.title","8"
"Dataset","citedBy.author.url","url","citedBy.author","3","validation property","","","Link to the homepage or other web content describing the person","","hits[Dataset].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.url","8"
